concessionaria;ano_do_pnv_snv;rodovia_uf;municipio;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
TRANSBRASILIANA;2015;BR-153/SP;Marília;Crescente/Decrescente;255;-22,23235;-49,9246;255,399;-22,232668;-49,918764
TRANSBRASILIANA;2015;BR-153/SP;Mirassol;Crescente/Decrescente;83,201;-20,923503;-49,505558;88,1;-20,949525;-49,54318
TRANSBRASILIANA;2015;BR-153/SP;Nova Granada;Crescente/Decrescente;14,751;-20,418693;-49,267059;35,74;-20,588781;-49,31843
TRANSBRASILIANA;2015;BR-153/SP;Ocauçu;Crescente/Decrescente;269,301;-22,34469;-49,897788;293,05;-22,52748;-49,889653
TRANSBRASILIANA;2015;BR-153/SP;Onda Verde;Crescente/Decrescente;35,741;-20,588781;-49,31843;45,22;-20,66671;-49,340787
TRANSBRASILIANA;2015;BR-153/SP;Ourinhos;Crescente/Decrescente;329,321;-22,841009;-49,889672;331,02;-22,866378;-49,889735
TRANSBRASILIANA;2015;BR-153/SP;Ourinhos;Crescente/Decrescente;336,221;-22,912322;-49,889837;337,3;-22,919753;-49,895235
TRANSBRASILIANA;2015;BR-153/SP;Ourinhos;Crescente/Decrescente;337,301;-22,919753;-49,895235;347,7;-22,996235;-49,905062
TRANSBRASILIANA;2015;Variante/SP;Ourinhos;Crescente/Decrescente;336;-22,910386;-49,889581;338,1;-22,927377;-49,890597
TRANSBRASILIANA;2015;BR-153/SP;Icém;Crescente/Decrescente;0;-20,306787;-49,207763;14,75;-20,418693;-49,267059
TRANSBRASILIANA;2015;BR-153/SP;Jaci;Crescente/Decrescente;88,101;-20,949525;-49,54318;97,87;-20,98915;-49,621028
TRANSBRASILIANA;2015;BR-153/SP;Lins;Crescente/Decrescente;178,301;-21,665964;-49,789733;181,6;-21,695793;-49,794618
TRANSBRASILIANA;2015;BR-153/SP;Lins;Crescente/Decrescente;183,581;-21,71059;-49,807241;190,4;-21,745039;-49,858731
TRANSBRASILIANA;2015;BR-153/SP;José Bonifácio;Crescente/Decrescente;97,871;-20,98915;-49,621028;115,3;-21,132322;-49,696449
TRANSBRASILIANA;2015;BR-153/SP;São José do Rio Preto;Crescente/Decrescente;45,221;-20,66671;-49,340787;73,3;-20,882328;-49,424509
TRANSBRASILIANA;2015;BR-153/SP;São Pedro do Turvo;Crescente/Decrescente;306,481;-22,645865;-49,889548;313,5;-22,706452;-49,889717
TRANSBRASILIANA;2015;BR-153/SP;São Pedro do Turvo;Crescente/Decrescente;294,251;-22,534627;-49,889603;296,35;-22,554813;-49,88971
TRANSBRASILIANA;2015;BR-153/SP;Salto Grande;Crescente/Decrescente;322,601;-22,788136;-49,889656;329,32;-22,841009;-49,889672
TRANSBRASILIANA;2015;BR-153/SP;Salto Grande;Crescente/Decrescente;331,021;-22,866378;-49,889735;336,22;-22,912322;-49,889837
TRANSBRASILIANA;2015;BR-153/SP;Ribeirão do Sul;Crescente/Decrescente;313,501;-22,706452;-49,889717;322,6;-22,788136;-49,889656
TRANSBRASILIANA;2015;BR-153/SP;Ubarana;Crescente/Decrescente;115,301;-21,132322;-49,696449;137,85;-21,30431;-49,79392
TRANSBRASILIANA;2015;BR-153/SP;Vera Cruz;Crescente/Decrescente;265,901;-22,318935;-49,898198;269,3;-22,34469;-49,897788
VIA ARAUCÁRIA;2019;418/PR;Almirante Tamandaré;Crescente/Decrescente;9,001;-25,367604;-49,326908;15,07;-25,347638;-49,275075
VIA ARAUCÁRIA;2019;418/PR;Almirante Tamandaré;Crescente/Decrescente;15,501;-25,34578;-49,271417;19,8;-25,341939;-49,237362
VIA ARAUCÁRIA;2019;423/PR;Araucária;Crescente/Decrescente;9,4;-25,571264;-49,385639;26,2;-25,5315;-49,537205
VIA ARAUCÁRIA;2019;BR-476/PR;Araucária;Crescente/Decrescente;147,271;-25,555697;-49,342365;166;-25,652552;-49,479573
VIA ARAUCÁRIA;2019;BR-277/PR;Balsa Nova;Crescente;140,866;-25,471169;-49,672156;151,417;-25,466522;-49,767254
VIA ARAUCÁRIA;2019;BR-277/PR;Balsa Nova;Decrescente;131,481;-25,472215;-49,655945;139,41;-25,461228;-49,579093
VIA ARAUCÁRIA;2019;BR-277/PR;Balsa Nova;Decrescente;140,866;-25,471169;-49,672156;151,417;-25,466522;-49,767254
VIA ARAUCÁRIA;2019;BR-277/PR;Balsa Nova;Crescente;139,143;-25,466804;-49,655141;140,865;-25,471169;-49,672156
VIA ARAUCÁRIA;2019;BR-277/PR;Balsa Nova;Decrescente;139,411;-25,472215;-49,655945;140,865;-25,471169;-49,672156
VIA ARAUCÁRIA;2019;423/PR;Balsa Nova;Crescente/Decrescente;35,001;-25,466813;-49,575306;35,93;-25,458853;-49,576114
VIA ARAUCÁRIA;2019;423/PR;Campo Largo;Crescente/Decrescente;35,931;-25,458853;-49,576114;37,33;-25,446744;-49,57605
VIA ARAUCÁRIA;2019;423/PR;Campo Largo;Crescente/Decrescente;26,201;-25,5315;-49,537205;35;-25,466813;-49,575306
VIA ARAUCÁRIA;2019;BR-277/PR;Campo Largo;Crescente;109,79;-25,427725;-49,388178;139,142;-25,467793;-49,656505
VIA ARAUCÁRIA;2019;BR-277/PR;Campo Largo;Decrescente;109,79;-25,427725;-49,388178;131,48;-25,461228;-49,579093
VIA ARAUCÁRIA;2019;BR-476/PR;Contenda;Crescente/Decrescente;166,001;-25,652552;-49,479573;181;-25,711291;-49,606121
VIA ARAUCÁRIA;2019;418/PR;Curitiba;Crescente/Decrescente;15,071;-25,347638;-49,275075;15,5;-25,34578;-49,271417
VIA ARAUCÁRIA;2019;418/PR;Curitiba;Crescente/Decrescente;0;-25,432016;-49,365997;9;-25,367604;-49,326908
VIA ARAUCÁRIA;2019;Acesso BR-277/PR;Curitiba;Crescente/Decrescente;0;-25,432064;-49,365667;5,3;-25,431844;-49,314675
VIA ARAUCÁRIA;2019;418/PR;Colombo;Crescente/Decrescente;19,801;-25,341939;-49,237362;21,86;-25,342744;-49,219138
VIA ARAUCÁRIA;2019;BR-277/PR;Curitiba;Crescente/Decrescente;107,3;-25,432064;-49,365667;109,789;-25,427725;-49,388178
VIA ARAUCÁRIA;2019;BR-376/PR;Curitiba;Crescente/Decrescente;591,6;-25,432064;-49,365667;606,2;-25,540531;-49,310956
VIA ARAUCÁRIA;2019;BR-476/PR;Curitiba;Crescente/Decrescente;143,7;-25,540531;-49,310956;147,27;-25,555697;-49,342365
VIA ARAUCÁRIA;2019;BR-373/PR;Imbituva;Crescente/Decrescente;215,151;-25,154999;-50,534;216,934;-25,159058;-50,550983
VIA ARAUCÁRIA;2019;BR-373/PR;Imbituva;Crescente/Decrescente;211,691;-25,152104;-50,502354;215,15;-25,154999;-50,534
VIA ARAUCÁRIA;2019;BR-373/PR;Imbituva;Crescente/Decrescente;216,935;-25,159058;-50,550983;236,49;-25,181068;-50,729297
VIA ARAUCÁRIA;2019;BR-373/PR;Ipiranga;Crescente/Decrescente;196,873;-25,07501;-50,392062;211,69;-25,152104;-50,502354
VIA ARAUCÁRIA;2019;BR-277/PR;Fernandes Pinheiro;Crescente/Decrescente;226,101;-25,453486;-50,445654;241,6;-25,465274;-50,583994
VIA ARAUCÁRIA;2019;BR-277/PR;Irati;Crescente;255,501;-25,439647;-50,711231;256,48;-25,434464;-50,718549
VIA ARAUCÁRIA;2019;BR-277/PR;Irati;Decrescente;255,501;-25,439647;-50,711231;256,48;-25,434464;-50,718549
VIA ARAUCÁRIA;2019;BR-277/PR;Irati;Crescente/Decrescente;241,601;-25,465274;-50,583994;255,5;-25,439647;-50,711231
VIA ARAUCÁRIA;2019;BR-277/PR;Irati;Crescente/Decrescente;256,481;-25,434464;-50,718549;264,06;-25,408008;-50,785547
VIA ARAUCÁRIA;2019;BR-277/PR;Irati;Crescente/Decrescente;265,861;-25,39968;-50,799395;273,54;-25,377814;-50,869157
VIA ARAUCÁRIA;2019;BR-373/PR;Guamiranga;Crescente/Decrescente;236,491;-25,181068;-50,729297;254,48;-25,187859;-50,896689
VIA ARAUCÁRIA;2019;BR-373/PR;Ponta Grossa;Crescente/Decrescente;183,4;-25,040056;-50,280622;196,872;-25,07501;-50,392062
VIA ARAUCÁRIA;2019;BR-373/PR;Prudentópolis;Crescente/Decrescente;254,481;-25,187859;-50,896689;282,7;-25,292061;-51,128447
VIA ARAUCÁRIA;2019;427/PR;Porto Amazonas;Crescente/Decrescente;65,001;-25,546122;-49,886374;73,89;-25,473194;-49,895872
VIA ARAUCÁRIA;2019;BR-277/PR;Porto Amazonas;Crescente;165,321;-25,470321;-49,900921;166,252;-25,46561;-49,90864
VIA ARAUCÁRIA;2019;BR-277/PR;Porto Amazonas;Decrescente;165,321;-25,470321;-49,900921;166,252;-25,46561;-49,90864
VIA ARAUCÁRIA;2019;BR-277/PR;Porto Amazonas;Decrescente;151,418;-25,466522;-49,767254;159,577;-25,476111;-49,846468
VIA ARAUCÁRIA;2019;BR-277/PR;Porto Amazonas;Crescente/Decrescente;164,155;-25,474178;-49,890365;165,32;-25,470321;-49,900921
VIA ARAUCÁRIA;2019;BR-277/PR;Porto Amazonas;Crescente/Decrescente;166,253;-25,46561;-49,90864;167,315;-25,462788;-49,918725
VIA ARAUCÁRIA;2019;BR-277/PR;Prudentópolis;Crescente/Decrescente;273,541;-25,377814;-50,869157;303,8;-25,292061;-51,128447
VIA ARAUCÁRIA;2019;BR-277/PR;Prudentópolis;Crescente/Decrescente;264,061;-25,408008;-50,785547;265,86;-25,39968;-50,799395
VIA ARAUCÁRIA;2019;427/PR;Lapa;Crescente/Decrescente;32,67;-25,763511;-49,737281;65;-25,546122;-49,886374
VIA ARAUCÁRIA;2019;BR-476/PR;Lapa;Crescente/Decrescente;181,001;-25,711291;-49,606121;190,999;-25,721964;-49,698019
VIA ARAUCÁRIA;2019;BR-476/PR;Lapa;Crescente/Decrescente;192,001;-25,73048;-49,702282;197,7;-25,763511;-49,737281
VIA ARAUCÁRIA;2019;BR-476/PR;Lapa;Crescente/Decrescente;191;-25,721964;-49,698019;192;-25,73048;-49,702282
VIA ARAUCÁRIA;2019;BR-277/PR;Palmeira;Crescente/Decrescente;159,578;-25,476111;-49,846468;164,154;-25,474178;-49,890365
VIA ARAUCÁRIA;2019;BR-277/PR;Palmeira;Crescente;151,418;-25,466522;-49,767254;159,577;-25,476111;-49,846468
VIA ARAUCÁRIA;2019;BR-277/PR;Palmeira;Crescente/Decrescente;167,316;-25,462788;-49,918725;215,394;-25,46324;-50,34625
VIA ARAUCÁRIA;2019;BR-277/PR;Teixeira Soares;Crescente/Decrescente;215,395;-25,46324;-50,34625;226,1;-25,453486;-50,445654
VIA BRASIL;2021;BR-163/MT;Terra Nova do Norte;Crescente/Decrescente;969,437;-10,73361;-55,14017;1021,993;-10,3027;-55,0328
VIA BRASIL;2021;BR-163/MT;Cláudia;Crescente/Decrescente;879,252;-11,49531;-55,36334;906,215;-11,2589;-55,3107
VIA BRASIL;2021;BR-163/MT;Guarantã do Norte;Crescente/Decrescente;1054,344;-10,05052;-54,90881;1118,6;-9,57035;-54,87688
VIA BRASIL;2021;BR-163/MT;Itaúba;Crescente/Decrescente;906,216;-11,2589;-55,3107;946,36;-10,92783;-55,20536
VIA BRASIL;2021;BR-163/MT;Sinop;Crescente/Decrescente;854,2;-11,69194;-55,4512;879,251;-11,49531;-55,36334
VIA BRASIL;2021;BR-163/MT;Nova Santa Helena;Crescente/Decrescente;946,361;-10,92783;-55,20536;969,436;-10,73361;-55,14017
VIA BRASIL;2021;BR-163/MT;Peixoto de Azevedo;Crescente/Decrescente;1021,994;-10,3027;-55,0328;1033,619;-10,21908;-54,96949
VIA BRASIL;2021;BR-163/MT;Matupá;Crescente/Decrescente;1033,62;-10,21908;-54,96949;1054,343;-10,05052;-54,90881
VIA BRASIL;2021;BR-163/PA;Altamira;Crescente/Decrescente;65,025;-9,51623;-54,85964;184,935;-8,08376;-55,14491
VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;388,75;-6,39319;-55,56609;514,184;-5,40228;-55,8831
VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;601,149;-4,83412;-56,13714;615,618;-4,74468;-56,06147
VIA BRASIL;2021;BR-163/PA;Itaituba;Crescente/Decrescente;643,338;-4,56194;-55,92389;674,3;-4,347;-55,78585
VIA BRASIL;2021;BR-230/PA;Itaituba;Crescente/Decrescente;1096;-4,347;-55,78585;1129;-4,29257;-55,96288
VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;184,936;-8,08376;-55,14491;388,749;-6,39319;-55,56609
VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;0;-9,57035;-54,87688;6,29;-9,51623;-54,85964
VIA BRASIL;2021;BR-163/PA;Novo Progresso;Crescente/Decrescente;6,291;-9,51623;-54,85964;65,024;-9,51623;-54,85964
VIA BRASIL;2021;BR-163/PA;Trairão;Crescente/Decrescente;615,619;-4,74468;-56,06147;643,337;-4,56194;-55,92389
VIA BRASIL;2021;BR-163/PA;Trairão;Crescente/Decrescente;514,185;-5,40228;-55,8831;601,148;-4,83412;-56,13714
VIA COSTEIRA;2020;BR-101/SC;Araranguá;Crescente;405,272;-28,903409;-49,477148;426,723;-29,036796;-49,609011
VIA COSTEIRA;2020;BR-101/SC;Araranguá;Decrescente;426,723;-29,036686;-49,609158;405,272;-28,903479;-49,477253
VIA COSTEIRA;2020;BR-101/SC;Criciúma;Decrescente;396,189;-28,83794;-49,422475;389,916;-28,804447;-49,370957
VIA COSTEIRA;2020;BR-101/SC;Criciúma;Crescente;389,916;-28,80501;-49,371792;396,189;-28,837237;-49,422111
VIA COSTEIRA;2020;BR-101/SC;Garopaba;Decrescente;264,717;-28,060821;-48,71681;261,001;-28,029096;-48,705135
VIA COSTEIRA;2020;BR-101/SC;Garopaba;Crescente;261,001;-28,029422;-48,705051;264,717;-28,060653;-48,717011
VIA COSTEIRA;2020;BR-101/SC;Capivari de Baixo;Decrescente;329,903;-28,456306;-48,981601;324,332;-28,424585;-48,939269
VIA COSTEIRA;2020;BR-101/SC;Capivari de Baixo;Crescente;324,332;-28,424632;-48,939413;329,903;-28,456395;-48,982319
VIA COSTEIRA;2020;BR-101/SC;Maracajá;Crescente;396,19;-28,837237;-49,422111;405,271;-28,903409;-49,477148
VIA COSTEIRA;2020;BR-101/SC;Maracajá;Decrescente;405,271;-28,903479;-49,477253;396,19;-28,83794;-49,422475
VIA COSTEIRA;2020;BR-101/SC;Laguna;Decrescente;315,973;-28,425802;-48,857699;297,587;-28,343118;-48,733117
VIA COSTEIRA;2020;BR-101/SC;Laguna;Crescente;297,587;-28,342744;-48,733362;315,21;-28,428502;-48,852085
VIA COSTEIRA;2020;BR-101/SC;Jaguaruna;Decrescente;354,695;-28,624286;-49,079618;346,822;-28,572791;-49,053018
VIA COSTEIRA;2020;BR-101/SC;Jaguaruna;Crescente;346,822;-28,573633;-49,052709;354,695;-28,624244;-49,078948
VIA COSTEIRA;2020;BR-101/SC;Içara;Decrescente;389,915;-28,804447;-49,370957;368,546;-28,699241;-49,19195
VIA COSTEIRA;2020;BR-101/SC;Içara;Crescente;368,546;-28,699222;-49,191333;389,915;-28,80501;-49,371792
VIA COSTEIRA;2020;BR-101/SC;Imbituba;Decrescente;297,586;-28,343118;-48,733117;267,327;-28,082446;-48,712029
VIA COSTEIRA;2020;BR-101/SC;Imbituba;Crescente;267,327;-28,083373;-48,711156;297,586;-28,342744;-48,733362
VIA COSTEIRA;2020;BR-101/SC;São João do Sul;Crescente;450,621;-29,183788;-49,755358;459,236;-29,258792;-49,757459
VIA COSTEIRA;2020;BR-101/SC;São João do Sul;Decrescente;459,236;-29,258454;-49,756297;450,621;-29,183627;-49,755231
VIA COSTEIRA;2020;BR-101/SC;Treze de Maio;Crescente;346,279;-28,568085;-49,053713;346,821;-28,573633;-49,052709
VIA COSTEIRA;2020;BR-101/SC;Treze de Maio;Decrescente;346,821;-28,572791;-49,053018;346,279;-28,568254;-49,053527
VIA COSTEIRA;2020;BR-101/SC;Tubarão;Decrescente;346,278;-28,568254;-49,053527;329,904;-28,456306;-48,981601
VIA COSTEIRA;2020;BR-101/SC;Tubarão;Crescente;329,904;-28,456395;-48,982319;346,278;-28,568085;-49,053713
VIA COSTEIRA;2020;BR-101/SC;Santa Rosa do Sul;Crescente;440,542;-29,128229;-49,680457;450,62;-29,183752;-49,755359
VIA COSTEIRA;2020;BR-101/SC;Santa Rosa do Sul;Decrescente;450,62;-29,183627;-49,755231;440,542;-29,127709;-49,680488
VIA COSTEIRA;2020;BR-101/SC;Sangão;Decrescente;368,545;-28,699241;-49,19195;354,696;-28,624286;-49,079618
VIA COSTEIRA;2020;BR-101/SC;Sangão;Crescente;354,696;-28,624244;-49,078948;368,545;-28,699222;-49,191333
VIA COSTEIRA;2020;BR-101/SC;Sombrio;Decrescente;440,541;-29,127709;-49,680488;426,724;-29,036686;-49,609158
VIA COSTEIRA;2020;BR-101/SC;Sombrio;Crescente;426,724;-29,036796;-49,609011;440,541;-29,128229;-49,680457
VIA COSTEIRA;2020;BR-101/SC;Passo de Torres;Crescente;459,237;-29,258792;-49,757459;464,285;-29,298964;-49,769567
VIA COSTEIRA;2020;BR-101/SC;Passo de Torres;Decrescente;464,285;-29,298912;-49,769397;459,237;-29,258454;-49,756297
VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Decrescente;267,326;-28,082956;-48,710731;264,718;-28,060821;-48,71681
VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Decrescente;261;-28,029096;-48,705135;245,079;-27,902079;-48,649171
VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Crescente;245,079;-27,901745;-48,649547;261;-28,029422;-48,705051
VIA COSTEIRA;2020;BR-101/SC;Paulo Lopes;Crescente;264,718;-28,060653;-48,717011;267,326;-28,083373;-48,711156
VIA COSTEIRA;2020;BR-101/SC;Pescaria Brava;Crescente;315,211;-28,428502;-48,852085;324,331;-28,424632;-48,939413
VIA COSTEIRA;2020;BR-101/SC;Pescaria Brava;Decrescente;324,331;-28,424585;-48,939269;315,974;-28,425802;-48,857699
VIA COSTEIRA;2020;BR-101/SC;Palhoça;Decrescente;245,078;-27,902079;-48,649171;245;-27,902079;-48,649171
VIA COSTEIRA;2020;BR-101/SC;Palhoça;Crescente;245;-27,901562;-48,649485;245,078;-27,901745;-48,649547
VIA CRISTAIS;2010;BR-40/GO;Cristalina;Crescente/Decrescente;95,7;-16,754347;-47,604457;157,3;-17,034694;-47,162689
VIA CRISTAIS;2010;BR-40/MG;Belo Horizonte;Crescente;531,001;-19,921323;-44,023542;533,2;-19,926327;-44,006351
VIA CRISTAIS;2010;BR-40/MG;Belo Horizonte;Decrescente;530,601;-19,918264;-44,027753;533,2;-19,926327;-44,006351
VIA CRISTAIS;2010;BR-40/MG;Capim Branco;Decrescente;487,131;-19,599108;-44,223062;489,1;-19,615656;-44,213501
VIA CRISTAIS;2010;BR-40/MG;Felixlândia;Crescente/Decrescente;320,716;-18,520109;-45,075699;375,71;-18,855118;-44,752548
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente;487,131;-19,599108;-44,223062;494;-19,653571;-44,198584
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;494,766;-19,660466;-44,198058;495,395;-19,665311;-44,195407
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;496,671;-19,67595;-44,191108;497,18;-19,678655;-44,187626
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Crescente/Decrescente;497,531;-19,681157;-44,185202;505,1;-19,738825;-44,149292
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Decrescente;487,13;-19,599108;-44,223062;493,82;-19,651961;-44,199133
VIA CRISTAIS;2010;BR-40/MG;Esmeraldas;Decrescente;494;-19,653368;-44,198582;505,09;-19,73879;-44,149333
VIA CRISTAIS;2010;BR-40/MG;Caetanópolis;Crescente/Decrescente;446,306;-19,290086;-44,388633;460,44;-19,400572;-44,335231
VIA CRISTAIS;2010;BR-40/MG;Contagem;Crescente;519,189;-19,841139;-44,075963;531;-19,921323;-44,023542
VIA CRISTAIS;2010;BR-40/MG;Contagem;Decrescente;519,189;-19,841139;-44,075963;530,6;-19,918264;-44,027753
VIA CRISTAIS;2010;BR-40/MG;Curvelo;Crescente/Decrescente;375,711;-18,855118;-44,752548;424,9;-19,162989;-44,521872
VIA CRISTAIS;2010;BR-40/MG;João Pinheiro;Crescente/Decrescente;121,201;-17,6642;-46,354414;226,135;-17,992867;-45,601171
VIA CRISTAIS;2010;BR-40/MG;Lagoa Grande;Crescente/Decrescente;90,451;-17,502434;-46,571719;121,2;-17,6642;-46,354414
VIA CRISTAIS;2010;BR-40/MG;Três Marias;Crescente/Decrescente;272,801;-18,188396;-45,252285;320,715;-18,520109;-45,075699
VIA CRISTAIS;2010;BR-40/MG;Ribeirão das Neves;Crescente/Decrescente;505,101;-19,738825;-44,149292;519,188;-19,841139;-44,075963
VIA CRISTAIS;2010;BR-40/MG;Ribeirão das Neves;Decrescente;505,09;-19,73879;-44,149333;519,17;-19,841309;-44,075852
VIA CRISTAIS;2010;BR-40/MG;São Gonçalo do Abaeté;Crescente/Decrescente;226,136;-17,992867;-45,601171;272,8;-18,188396;-45,252285
VIA CRISTAIS;2010;BR-40/MG;Sete Lagoas;Crescente/Decrescente;460,441;-19,400572;-44,335231;487,13;-19,599108;-44,223062
VIA CRISTAIS;2010;BR-40/MG;Paracatu;Crescente/Decrescente;0;-17,034534;-47,160908;90,45;-17,502434;-46,571719
VIA CRISTAIS;2010;BR-40/MG;Paraopeba;Crescente/Decrescente;424,901;-19,162989;-44,521872;446,305;-19,290086;-44,388633
VIA CRISTAIS;2010;BR-40/MG;Pedro Leopoldo;Crescente/Decrescente;495,396;-19,665311;-44,195407;496,67;-19,67595;-44,191108
VIA CRISTAIS;2010;BR-40/MG;Pedro Leopoldo;Crescente/Decrescente;497,181;-19,678655;-44,187626;497,53;-19,681157;-44,185202
VIA CRISTAIS;2010;BR-40/MG;Matozinhos;Crescente/Decrescente;494,001;-19,653549;-44,198607;494,76;-19,660466;-44,198058
VIA CRISTAIS;2010;BR-40/MG;Matozinhos;Decrescente;493,83;-19,649861;-44,200067;494;-19,653549;-44,198607
VIA MINEIRA;2012;BR-40/MG;Nova Lima;Crescente/Decrescente;544,501;-20,00507;-43,96446;571,6;-20,22499;-43,97067
VIA MINEIRA;2012;BR-40/MG;Ouro Preto;Crescente/Decrescente;591,401;-20,37461;-43,90831;605,4;-20,4643;-43,83942
VIA MINEIRA;2012;BR-40/MG;Oliveira Fortes;Crescente/Decrescente;729,091;-21,32305;-43,58392;734,59;-21,3718;-43,57399
VIA MINEIRA;2012;BR-40/MG;Santos Dumont;Crescente/Decrescente;734,591;-21,3718;-43,57399;756,53;-21,52439;-43,52052
VIA MINEIRA;2012;BR-40/MG;Ressaquinha;Crescente/Decrescente;677,681;-21,03368;-43,7758;687,82;-21,10398;-43,76132
VIA MINEIRA;2012;BR-40/MG;Itabirito;Crescente/Decrescente;571,601;-20,22499;-43,97067;591,4;-20,37461;-43,90831
VIA MINEIRA;2012;BR-40/MG;Juiz de Fora;Crescente/Decrescente;762,521;-21,645331;-43,435711;776,1;-21,6593;-43,43364
VIA MINEIRA;2012;BR-40/MG;Cristiano Otoni;Crescente/Decrescente;643,971;-20,77585;-43,81016;656,77;-20,88099;-43,80256
VIA MINEIRA;2012;BR-40/MG;Ewbank da Câmara;Crescente/Decrescente;756,531;-21,52439;-43,52052;762,52;-21,56441;-43,48817
VIA MINEIRA;2012;BR-40/MG;Carandaí;Crescente/Decrescente;656,771;-20,88099;-43,80256;677,68;-21,03368;-43,7758
VIA MINEIRA;2012;BR-40/MG;Congonhas;Crescente/Decrescente;605,401;-20,4643;-43,83942;618,3;-20,56572;-43,81144
VIA MINEIRA;2012;BR-40/MG;Conselheiro Lafaiete;Crescente/Decrescente;618,301;-20,56572;-43,81144;643,97;-20,77585;-43,81016
VIA MINEIRA;2012;BR-40/MG;Belo Horizonte;Crescente/Decrescente;544;-19,996925;-43,961658;544,5;-20,00507;-43,96446
VIA MINEIRA;2012;BR-40/MG;Barbacena;Crescente/Decrescente;695,321;-21,16575;-43,75745;725,64;-21,32305;-43,58392
VIA MINEIRA;2012;BR-40/MG;Alfredo Vasconcelos;Crescente/Decrescente;687,821;-21,10398;-43,76132;695,32;-21,16575;-43,75745
VIA SUL;2019;BR-386/RS;Victor Graeff;Crescente/Decrescente;199,08;-28,451182;-52,662187;207,367;-28,517854;-52,632697
VIA SUL;2019;BR-386/RS;Victor Graeff;Decrescente;207,366;-28,517853;-52,632696;208,472;-28,527337;-52,626058
VIA SUL;2019;BR-386/RS;Carazinho;Crescente/Decrescente;179,96;-28,300307;-52,745028;184,82;-28,337848;-52,720562
VIA SUL;2019;BR-290/RS;Santo Antônio da Patrulha;Crescente/Decrescente;11,395;-29,888;-50,384928;25,871;-29,880123;-50,510418
VIA SUL;2019;BR-290/RS;Santo Antônio da Patrulha;Crescente/Decrescente;25,9;-29,880124;-50,510419;42,221;-29,889381;-50,682244
VIA SUL;2019;BR-386/RS;Santo Antônio do Planalto;Crescente/Decrescente;184,83;-28,337849;-52,720563;199,07;-28,451182;-52,662186
VIA SUL;2019;BR-386/RS;São José do Herval;Crescente/Decrescente;277,307;-29,016611;-52,324138;290,922;-29,106198;-52,249117
VIA SUL;2019;BR-386/RS;Canoas;Crescente/Decrescente;439,723;-29,877809;-51,24244;446;-29,893393;-51,181395
VIA SUL;2019;BR-448/RS;Canoas;Crescente/Decrescente;7,268;-29,86078;-51,225832;21,573;-29,965108;-51,202138
VIA SUL;2019;BR-386/RS;Bom Retiro do Sul;Crescente;362,786;-29,559744;-51,883998;363,806;-29,566109;-51,873947
VIA SUL;2019;BR-290/RS;Cachoeirinha;Crescente/Decrescente;81,609;-29,955333;-51,075467;84,172;-29,964109;-51,098151
VIA SUL;2019;BR-448/RS;Sapucaia do Sul;Crescente/Decrescente;0,5;-29,828714;-51,175998;0,584;-29,829124;-51,176041
VIA SUL;2019;BR-386/RS;Soledade;Decrescente;222,081;-28,636895;-52,61475;228,27;-28,683849;-52,592751
VIA SUL;2019;BR-386/RS;Soledade;Crescente/Decrescente;228,26;-28,683849;-52,592751;245,27;-28,803456;-52,507961
VIA SUL;2019;BR-386/RS;Soledade;Crescente/Decrescente;245,3;-28,803457;-52,507962;259,144;-28,889815;-52,415665
VIA SUL;2019;BR-386/RS;Tabaí;Crescente/Decrescente;379,518;-29,650732;-51,760265;387,131;-29,692678;-51,701819
VIA SUL;2019;BR-386/RS;Taquari;Crescente;373,432;-29,614962;-51,799539;379,517;-29,650731;-51,760264
VIA SUL;2019;BR-101/RS;Terra de Areia;Crescente/Decrescente;40,552;-29,540768;-50,031567;55,343;-29,648079;-50,114437
VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente;207,366;-28,527337;-52,626058;208,472;-28,527421;-52,625896
VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente/Decrescente;208,472;-28,527421;-52,625896;214,797;-28,575995;-52,595735
VIA SUL;2019;BR-386/RS;Tio Hugo;Crescente/Decrescente;214,8;-28,575995;-52,595735;222,082;-28,636895;-52,61475
VIA SUL;2019;BR-101/RS;Torres;Crescente/Decrescente;0;-29,299424;-49,76997;10,001;-29,372013;-49,822042
VIA SUL;2019;BR-101/RS;Três Cachoeiras;Crescente/Decrescente;16,86;-29,419724;-49,860497;20,017;-29,431551;-49,887463
VIA SUL;2019;BR-101/RS;Três Cachoeiras;Crescente/Decrescente;20,018;-29,431554;-49,887464;37,461;-29,536206;-50,006542
